11;arms_factory;1905.00;10.75;1015.00;4.63;0
11;arms_factory;1882.00;10.15;1034.00;1.37;0
11;arms_factory;1888.00;11.12;1040.00;4.03;0
11;arms_factory;1903.00;10.82;1016.00;0.41;0
11;arms_factory;1895.00;11.28;1020.00;4.54;0
11;arms_factory;1881.00;10.38;1007.00;4.64;0
11;industrial_complex;1893.00;10.95;1015.00;2.48;0
11;industrial_complex;1899.00;10.75;1027.00;5.15;0
11;industrial_complex;1893.00;10.28;1000.00;2.98;0
11;industrial_complex;1886.00;10.95;1036.00;3.09;0
11;industrial_complex;1888.00;11.98;1044.00;0.92;0
11;industrial_complex;1891.00;10.93;1033.00;3.59;0
11;air_base;1903.00;10.65;1021.00;5.15;0
11;supply_node;1893.00;11.10;1006.00;3.19;0
11;supply_node;1895.00;11.25;1033.00;6.13;0
11;supply_node;1884.00;10.65;1036.00;3.88;0
11;supply_node;1885.00;10.10;1018.00;5.36;0
11;supply_node;1901.00;10.62;1017.00;2.01;0
11;supply_node;1881.00;10.40;1006.00;4.60;0
11;naval_base;1881.00;10.25;1008.00;-1.57;18477
11;naval_base;1881.00;9.50;1019.00;-1.11;18477
11;bunker;1889.00;10.60;1016.00;4.71;0
11;bunker;1896.00;12.98;1013.00;1.09;0
11;bunker;1907.00;10.73;1015.00;5.21;0
11;bunker;1880.00;10.30;1006.00;1.95;0
11;bunker;1901.00;10.95;1026.00;3.15;0
11;bunker;1888.00;10.65;1036.00;0.99;0
11;coastal_bunker;1880.00;9.82;1003.00;-1.57;0
11;coastal_bunker;1881.00;9.50;1014.00;-1.11;0
11;dockyard;1878.00;10.20;1008.00;-1.57;0
11;anti_air_building;1906.00;11.07;1020.00;5.72;0
11;anti_air_building;1891.00;11.82;1043.00;5.82;0
11;anti_air_building;1881.00;10.10;1036.00;3.66;0
11;synthetic_refinery;1896.00;10.65;1028.00;0.04;0
11;fuel_silo;1902.00;10.73;1017.00;2.71;0
11;rocket_site;1884.00;10.10;1013.00;2.11;0
11;nuclear_reactor;1894.00;11.30;1024.00;4.78;0
10;arms_factory;1878.00;10.10;991.00;4.03;0
10;arms_factory;1892.00;10.28;973.00;0.41;0
10;arms_factory;1901.00;11.18;980.00;4.54;0
10;arms_factory;1884.00;10.15;997.00;4.64;0
10;arms_factory;1885.00;10.12;980.00;2.48;0
10;arms_factory;1897.00;10.25;962.00;5.15;0
10;industrial_complex;1889.00;10.48;988.00;2.98;0
10;industrial_complex;1906.00;10.60;965.00;3.09;0
10;industrial_complex;1891.00;10.20;971.00;0.92;0
10;industrial_complex;1906.00;10.65;973.00;3.59;0
10;industrial_complex;1887.00;10.48;991.00;5.15;0
10;industrial_complex;1896.00;10.80;978.00;2.99;0
10;air_base;1881.00;10.10;995.00;5.65;0
10;supply_node;1884.00;10.10;980.00;3.88;0
10;supply_node;1906.00;10.55;967.00;5.36;0
10;supply_node;1884.00;10.15;994.00;2.01;0
10;supply_node;1900.00;10.68;993.00;4.60;0
10;supply_node;1896.00;10.98;981.00;1.25;0
10;supply_node;1895.00;10.28;969.00;2.73;0
10;naval_base;1877.00;9.50;988.00;-2.47;18477
10;naval_base;1876.00;9.50;989.00;-1.57;18477
10;bunker;1880.00;10.10;993.00;5.21;0
10;bunker;1882.00;10.28;973.00;1.95;0
10;bunker;1903.00;11.38;981.00;3.15;0
10;bunker;1905.00;10.60;968.00;0.99;0
10;bunker;1904.00;10.85;977.00;3.66;0
10;bunker;1901.00;11.43;997.00;5.22;0
10;coastal_bunker;1876.00;9.50;996.00;-1.57;0
10;coastal_bunker;1881.00;10.15;979.00;-2.47;0
10;dockyard;1880.00;9.53;979.00;-0.67;0
10;anti_air_building;1896.00;10.95;980.00;3.66;0
10;anti_air_building;1884.00;10.32;974.00;0.04;0
10;anti_air_building;1889.00;10.35;979.00;2.71;0
10;synthetic_refinery;1886.00;10.40;997.00;5.72;0
10;fuel_silo;1884.00;10.30;988.00;2.11;0
10;rocket_site;1901.00;10.80;993.00;1.16;0
10;nuclear_reactor;1905.00;10.85;972.00;4.17;0
10;floating_harbor;1869.00;9.50;994.00;1.57;15852
12;arms_factory;1915.00;10.50;979.00;2.98;0
12;arms_factory;1913.00;12.30;1012.00;3.09;0
12;arms_factory;1925.00;12.62;996.00;0.92;0
12;arms_factory;1910.00;10.98;1008.00;3.59;0
12;arms_factory;1933.00;13.68;1003.00;5.15;0
12;arms_factory;1931.00;14.60;994.00;2.99;0
12;industrial_complex;1927.00;13.30;1000.00;5.65;0
12;industrial_complex;1924.00;12.55;979.00;2.04;0
12;industrial_complex;1906.00;11.28;985.00;3.59;0
12;industrial_complex;1914.00;13.45;991.00;1.43;0
12;industrial_complex;1913.00;12.45;994.00;2.65;0
12;industrial_complex;1928.00;11.05;985.00;0.48;0
12;air_base;1915.00;13.38;989.00;2.04;0
12;supply_node;1924.00;13.32;1011.00;0.48;0
12;supply_node;1917.00;11.20;973.00;3.42;0
12;supply_node;1912.00;12.00;1004.00;4.90;0
12;supply_node;1928.00;14.25;996.00;2.66;0
12;supply_node;1912.00;12.35;987.00;4.13;0
12;supply_node;1925.00;11.45;985.00;0.79;0
12;bunker;1910.00;12.43;1004.00;3.66;0
12;bunker;1918.00;12.20;989.00;5.22;0
12;bunker;1921.00;13.25;1012.00;1.60;0
12;bunker;1912.00;10.68;979.00;5.72;0
12;bunker;1933.00;13.73;1001.00;5.82;0
12;bunker;1925.00;13.18;980.00;3.66;0
12;anti_air_building;1905.00;13.32;1005.00;0.04;0
12;anti_air_building;1935.00;14.30;999.00;2.71;0
12;anti_air_building;1912.00;11.82;1013.00;5.72;0
12;synthetic_refinery;1930.00;13.70;996.00;2.11;0
12;fuel_silo;1919.00;11.95;990.00;4.78;0
12;rocket_site;1919.00;12.30;986.00;4.17;0
12;nuclear_reactor;1908.00;11.38;989.00;0.55;0
9;arms_factory;1901.00;10.23;952.00;4.64;0
9;arms_factory;1883.00;10.10;966.00;2.48;0
9;arms_factory;1898.00;10.25;933.00;5.15;0
9;arms_factory;1886.00;10.10;958.00;2.98;0
9;arms_factory;1884.00;10.10;947.00;3.09;0
9;arms_factory;1886.00;10.10;948.00;0.92;0
9;industrial_complex;1908.00;10.25;957.00;3.59;0
9;industrial_complex;1898.00;10.70;942.00;5.15;0
9;industrial_complex;1895.00;10.85;938.00;2.99;0
9;industrial_complex;1892.00;10.57;939.00;5.65;0
9;industrial_complex;1887.00;10.12;939.00;2.04;0
9;industrial_complex;1885.00;10.10;953.00;3.59;0
9;air_base;1886.00;10.10;954.00;1.43;0
9;supply_node;1887.00;10.28;962.00;4.60;0
9;supply_node;1898.00;10.70;936.00;1.25;0
9;supply_node;1902.00;10.32;950.00;2.73;0
9;supply_node;1887.00;10.10;950.00;0.48;0
9;supply_node;1881.00;10.10;942.00;3.42;0
9;naval_base;1878.00;10.10;941.00;-2.16;18577
9;naval_base;1880.00;9.50;966.00;-1.82;18577
9;naval_base;1879.00;9.50;954.00;-2.28;18577
9;bunker;1904.00;10.18;954.00;0.99;0
9;bunker;1889.00;10.15;945.00;3.66;0
9;bunker;1900.00;10.32;932.00;5.22;0
9;bunker;1884.00;10.12;943.00;1.60;0
9;bunker;1892.00;10.10;960.00;5.72;0
9;coastal_bunker;1882.00;10.00;957.00;-2.28;0
9;coastal_bunker;1881.00;9.50;966.00;-1.82;0
9;coastal_bunker;1878.00;9.50;946.00;-2.16;0
9;dockyard;1878.00;9.50;947.00;-2.16;0
9;anti_air_building;1902.00;11.05;940.00;5.72;0
9;anti_air_building;1902.00;11.18;941.00;2.11;0
9;anti_air_building;1880.00;10.10;945.00;4.78;0
9;synthetic_refinery;1885.00;10.10;956.00;1.16;0
9;fuel_silo;1891.00;10.10;957.00;4.17;0
9;rocket_site;1900.00;10.10;951.00;3.22;0
9;nuclear_reactor;1903.00;10.38;952.00;5.89;0
9;floating_harbor;1872.18;9.50;947.88;0.98;16044
13;arms_factory;1929.00;11.68;924.00;2.04;0
13;arms_factory;1920.00;11.18;936.00;3.59;0
13;arms_factory;1909.00;10.50;924.00;1.43;0
13;arms_factory;1922.00;12.78;952.00;2.65;0
13;arms_factory;1909.00;10.78;927.00;0.48;0
13;arms_factory;1920.00;11.98;928.00;2.04;0
13;industrial_complex;1910.00;11.60;930.00;4.71;0
13;industrial_complex;1917.00;11.50;956.00;1.09;0
13;industrial_complex;1915.00;10.48;945.00;5.21;0
13;industrial_complex;1923.00;11.05;958.00;1.95;0
13;industrial_complex;1917.00;11.03;948.00;3.15;0
13;industrial_complex;1924.00;12.25;933.00;0.99;0
13;air_base;1923.00;14.05;924.00;3.66;0
13;supply_node;1919.00;12.12;957.00;0.03;0
13;supply_node;1915.00;10.48;945.00;2.97;0
13;supply_node;1910.00;11.12;927.00;4.44;0
13;supply_node;1923.00;11.38;928.00;2.20;0
13;bunker;1917.00;11.82;953.00;3.66;0
13;bunker;1911.00;11.23;942.00;0.04;0
13;bunker;1912.00;12.12;931.00;2.71;0
13;bunker;1920.00;12.85;922.00;5.72;0
13;anti_air_building;1916.00;12.32;931.00;2.11;0
13;anti_air_building;1920.00;12.18;921.00;4.78;0
13;anti_air_building;1918.00;11.62;933.00;1.16;0
13;synthetic_refinery;1912.00;10.68;949.00;4.17;0
13;fuel_silo;1922.00;11.48;935.00;0.55;0
13;rocket_site;1920.00;11.18;936.00;5.89;0
13;nuclear_reactor;1910.00;11.03;926.00;2.62;0
8;arms_factory;1915.00;11.23;897.00;5.15;0
8;arms_factory;1918.00;11.57;917.00;2.98;0
8;arms_factory;1899.00;11.55;914.00;3.09;0
8;arms_factory;1930.00;12.20;914.00;0.92;0
8;arms_factory;1882.00;11.30;918.00;3.59;0
